registration_number,production_line,iata_type,model_name,model_code,icao_code_hex,iata_code_short,construction_number,test_registration_number,rollout_date,first_flight_date,delivery_date,registration_date,line_number,plane_series,airline_iata_code,airline_icao_code,plane_owner,engines_count,engines_type,plane_age,plane_status,plane_class
F-GZNK,Boeing 777,B777-300,777,B777-328(ER),3965AA,77W,39971,null,2011-04-09T22:00:00.000Z,2011-04-17T22:00:00.000Z,2011-05-02T22:00:00.000Z,2011-05-04T22:00:00.000Z,0931,328ER,AF,null,null,2,JET,6.0,active,1.0
F-GZNL,Boeing 777,B777-300,777,B777-328(ER),3965AB,77W,40063,null,2012-02-21T23:00:00.000Z,2012-02-29T23:00:00.000Z,2012-04-02T22:00:00.000Z,2012-04-02T22:00:00.000Z,1001,328ER,AF,null,null,2,JET,5.0,active,null
F-GZNN,Boeing 777,B777-300,777,B777-328(ER),3965AD,77W,40376,null,2012-04-10T22:00:00.000Z,2012-05-02T22:00:00.000Z,2012-05-14T22:00:00.000Z,2012-05-14T22:00:00.000Z,1013,328ER,AF,null,null,2,JET,5.0,active,1.0
F-GZNO,Boeing 777,B777-300,777,B777-328(ER),3965AE,77W,38665,null,2012-03-16T23:00:00.000Z,2012-03-26T22:00:00.000Z,2012-04-10T22:00:00.000Z,2012-04-10T22:00:00.000Z,1007,328ER,AF,null,null,2,JET,5.0,active,null
F-HBNA,Airbus A318/A319/A32,A320-200,A320,A320-214,3985A0,320,4335,F-WWIU,2000-10-04T22:00:00.000Z,2010-06-01T22:00:00.000Z,2010-06-30T22:00:00.000Z,2010-06-30T22:00:00.000Z,null,214,AF,null,International Lease Finance Corp,2,JET,7.0,active,null
F-HBNB,Airbus A318/A319/A32,A320-200,A320,A320-214,3985A1,320,4402,F-WWBS,2000-10-06T22:00:00.000Z,2010-08-01T22:00:00.000Z,2010-09-07T22:00:00.000Z,2010-09-07T22:00:00.000Z,null,214,AF,null,null,2,JET,7.0,active,1.0
F-HBNC,Airbus A318/A319/A32,A320-200,A320,A320-214,3985A2,320,4601,F-WWID,2000-10-31T23:00:00.000Z,2011-02-03T23:00:00.000Z,2011-03-08T23:00:00.000Z,2011-03-08T23:00:00.000Z,null,214,AF,null,null,2,JET,6.0,active,1.0
F-HBND,Airbus A318/A319/A32,A320-200,A320,A320-214,3985A3,320,4604,F-WWIE,null,2011-02-08T23:00:00.000Z,2011-03-08T23:00:00.000Z,2011-03-08T23:00:00.000Z,null,214,AF,null,null,2,JET,6.0,active,1.0
F-HBNE,Airbus A318/A319/A32,A320-200,A320,A320-214,3985A4,320,4664,F-WWIC,null,2011-03-24T23:00:00.000Z,2011-04-14T22:00:00.000Z,2011-04-14T22:00:00.000Z,null,214,AF,null,null,2,JET,6.0,active,1.0
F-HBNF,Airbus A318/A319/A32,A320-200,A320,A320-214,3985A5,320,4714,F-WWBS,null,2011-05-05T22:00:00.000Z,2011-05-25T22:00:00.000Z,2011-05-25T22:00:00.000Z,null,214,AF,null,null,2,JET,6.0,active,1.0
F-HBNG,Airbus A318/A319/A32,A320-200,A320,A320-214,3985A6,320,4747,F-WWIT,null,2011-06-05T22:00:00.000Z,2011-06-28T22:00:00.000Z,2011-06-28T22:00:00.000Z,null,214,AF,null,null,2,JET,6.0,active,1.0
F-HBNH,Airbus A318/A319/A32,A320-200,A320,A320-214,3985A7,320,4800,F-WWIK,2000-11-06T23:00:00.000Z,2011-07-26T22:00:00.000Z,2011-08-24T22:00:00.000Z,2011-08-24T22:00:00.000Z,null,214,AF,null,null,2,JET,6.0,active,1.0
F-HBNI,Airbus A318/A319/A32,A320-200,A320,A320-214,3985A8,320,4820,F-WWIC,2000-11-08T23:00:00.000Z,2011-09-04T22:00:00.000Z,2011-09-23T22:00:00.000Z,2011-09-23T22:00:00.000Z,null,214,AF,null,null,2,JET,6.0,active,1.0
F-HBNJ,Airbus A318/A319/A32,A320-200,A320,A320-214,3985A9,320,4908,F-WWDK,null,2011-11-02T23:00:00.000Z,2011-11-22T23:00:00.000Z,2011-11-22T23:00:00.000Z,null,214,AF,null,null,2,JET,6.0,active,1.0
F-HBNK,Airbus A318/A319/A32,A320-200,A320,A320-214,3985AA,320,5084,F-WWII,2000-12-02T23:00:00.000Z,2012-03-20T23:00:00.000Z,2012-04-15T22:00:00.000Z,2012-04-15T22:00:00.000Z,null,214,AF,null,null,2,JET,5.0,active,1.0
F-HBNL,Airbus A318/A319/A32,A320-200,A320,A320-214,3985AB,320,5129,F-WWBB,2000-12-03T23:00:00.000Z,2012-04-17T22:00:00.000Z,2012-05-20T22:00:00.000Z,2012-05-20T22:00:00.000Z,null,214,AF,null,null,2,JET,5.0,active,1.0
F-HEPA,Airbus A318/A319/A32,A320-200,A320,A320-214,3991E0,320,4139,F-WWXZ,2000-09-10T22:00:00.000Z,2009-12-04T23:00:00.000Z,2009-12-20T23:00:00.000Z,2009-12-20T23:00:00.000Z,null,214,AF,null,GECAS,2,JET,7.0,active,null
F-HEPB,Airbus A318/A319/A32,A320-200,A320,A320-214,3991E1,320,4241,F-WWDK,2000-10-01T22:00:00.000Z,2010-03-03T23:00:00.000Z,2010-03-25T23:00:00.000Z,2010-03-25T23:00:00.000Z,null,214,AF,null,Aerventure Ltd,2,JET,7.0,active,1.0
F-HEPC,Airbus A318/A319/A32,A320-200,A320,A320-214,3991E2,320,4267,F-WWBM,2000-10-02T22:00:00.000Z,2010-03-31T22:00:00.000Z,2010-04-27T22:00:00.000Z,2010-04-27T22:00:00.000Z,null,214,AF,null,Aerventure Ltd,2,JET,7.0,active,1.0
F-HEPD,Airbus A318/A319/A32,A320-200,A320,A320-214,3991E3,320,4295,F-WWIZ,2000-10-03T22:00:00.000Z,2010-04-20T22:00:00.000Z,2010-05-17T22:00:00.000Z,2010-05-17T22:00:00.000Z,null,214,AF,null,International Lease Finance Corp,2,JET,7.0,active,1.0
F-HEPE,Airbus A318/A319/A32,A320-200,A320,A320-214,3991E4,320,4298,F-WWDF,2000-10-03T22:00:00.000Z,2010-04-21T22:00:00.000Z,2010-05-17T22:00:00.000Z,2010-05-17T22:00:00.000Z,null,214,AF,null,International Lease Finance Corp,2,JET,7.0,active,1.0
F-HEPF,Airbus A318/A319/A32,A320-200,A320,A320-214(SL),3991E5,32A,5719,F-WWDX,0000-00-00,2013-07-11T22:00:00.000Z,2013-08-22T22:00:00.000Z,2013-08-22T22:00:00.000Z,null,214(SL),AF,null,null,2,JET,4.0,active,1.0
F-HEPG,Airbus A318/A319/A32,A320-200,A320,A320-214(SL),3991E6,32A,5802,F-WWIX,null,2013-09-19T22:00:00.000Z,2013-10-17T22:00:00.000Z,2013-10-17T22:00:00.000Z,null,214(SL),AF,null,null,2,JET,4.0,active,1.0
F-HEPH,Airbus A318/A319/A32,A320-200,A320,A320-214(SL),3991E7,32A,5869,F-WWDK,0000-00-00,2013-11-07T23:00:00.000Z,2013-12-02T23:00:00.000Z,2013-12-02T23:00:00.000Z,null,214(SL),AF,null,null,2,JET,3.0,active,1.0
F-HPJA,Airbus A380,A380-800,A380,A380-861,39BD20,388,033,null,2000-08-31T22:00:00.000Z,2009-02-11T23:00:00.000Z,2009-10-29T23:00:00.000Z,2009-10-29T23:00:00.000Z,null,861,AF,null,GIE Calynati Ltd,4,JET,8.0,active,null
F-HPJB,Airbus A380,A380-800,A380,A380-861,39BD21,388,040,null,2000-09-04T22:00:00.000Z,2009-06-01T22:00:00.000Z,2010-02-09T23:00:00.000Z,2010-02-08T23:00:00.000Z,null,861,AF,null,GIE Calynati Ltd,4,JET,8.0,active,null
F-HPJC,Airbus A380,A380-800,A380,A380-861,39BD22,388,043,null,2000-09-06T22:00:00.000Z,2009-07-19T22:00:00.000Z,2010-04-13T22:00:00.000Z,2010-04-13T22:00:00.000Z,null,861,AF,null,Manon Naticaly SAS Paris Ltd,4,JET,8.0,active,null
F-HPJD,Airbus A380,A380-800,A380,A380-861,39BD23,388,049,null,2000-10-01T22:00:00.000Z,2010-02-21T23:00:00.000Z,2010-08-11T22:00:00.000Z,2010-08-11T22:00:00.000Z,null,861,AF,null,null,4,JET,7.0,active,null
F-HPJE,Airbus A380,A380-800,A380,A380-861,39BD24,388,052,null,2010-05-25T22:00:00.000Z,2010-08-09T22:00:00.000Z,2011-05-16T22:00:00.000Z,2010-07-31T22:00:00.000Z,null,861,AF,null,null,4,JET,7.0,active,null
F-HPJF,Airbus A380,A380-800,A380,A380-861,39BD25,388,064,null,2011-08-19T22:00:00.000Z,2010-08-26T22:00:00.000Z,2011-06-16T22:00:00.000Z,2011-06-16T22:00:00.000Z,null,861,AF,null,null,4,JET,7.0,active,null
F-HPJG,Airbus A380,A380-800,A380,A380-861,39BD26,388,067,null,2011-07-22T22:00:00.000Z,2011-09-22T22:00:00.000Z,2012-06-03T22:00:00.000Z,2012-06-03T22:00:00.000Z,null,861,AF,null,null,4,JET,6.0,active,null
F-HPJH,Airbus A380,A380-800,A380,A380-861,39BD27,388,099,null,2011-09-11T22:00:00.000Z,2011-10-16T22:00:00.000Z,2012-05-01T22:00:00.000Z,2012-05-01T22:00:00.000Z,null,861,AF,null,null,4,JET,6.0,active,null
F-HPJI,Airbus A380,A380-800,A380,A380-861,39BD28,388,115,null,0000-00-00,2013-03-07T23:00:00.000Z,2013-09-12T22:00:00.000Z,2013-09-12T22:00:00.000Z,null,861,AF,null,null,4,JET,4.0,active,null
F-HPJJ,Airbus A380,A380-800,A380,A380-861,39BD29,388,117,null,0000-00-00,2014-01-15T23:00:00.000Z,2014-06-22T22:00:00.000Z,2014-06-22T22:00:00.000Z,null,861,AF,null,null,4,JET,3.0,active,null
7T-VJA,Boeing 737 Classic,B737-200,A330,B737-2T4Adv.,0A0084,732,1613,null,0000-00-00,2015-03-10T23:00:00.000Z,2015-04-01T22:00:00.000Z,2015-04-01T22:00:00.000Z,null,202,AH,null,null,2,JET,2.0,inactive,null
7T-VJB,Boeing 737 Classic,B737-200,A330,B737-2T4Adv.,0A0086,732,1630,null,0000-00-00,2015-04-09T22:00:00.000Z,2015-05-29T22:00:00.000Z,2015-05-28T22:00:00.000Z,null,202,AH,null,null,2,JET,2.0,inactive,null
7T-VJC,Airbus A300/A310,A310-200,A330,A310-203,0A0087,312,1649,null,0000-00-00,2015-06-02T22:00:00.000Z,2015-06-30T22:00:00.000Z,2015-06-29T22:00:00.000Z,null,202,AH,null,null,2,JET,2.0,inactive,null
7T-VJG,Boeing 767,B767-300,767,B767-3D6,0A0001,763,24766,null,null,1990-05-30T22:00:00.000Z,1990-06-27T22:00:00.000Z,1990-06-27T22:00:00.000Z,0310,3D6,AH,null,null,2,JET,27.0,active,null
7T-VJH,Boeing 767,B767-300,767,B767-3D6,0A0002,763,24767,null,null,1990-08-02T22:00:00.000Z,1990-08-16T22:00:00.000Z,1990-08-16T22:00:00.000Z,0323,3D6,AH,null,null,2,JET,27.0,active,null
7T-VJI,Boeing 767,B767-300,767,B767-3D6,0A0003,763,24768,null,null,1990-09-25T22:00:00.000Z,1990-10-11T23:00:00.000Z,1990-10-11T23:00:00.000Z,0332,3D6,AH,null,null,2,JET,27.0,active,null
7T-VJJ,Boeing 737 NG,B737-800,737,B737-8D6WIN.,0A0018,73H,30202,null,null,2000-07-06T22:00:00.000Z,2000-07-30T22:00:00.000Z,2000-07-30T22:00:00.000Z,0610,8D6,AH,null,null,2,JET,17.0,active,null
7T-VJK,Boeing 737 NG,B737-800,737,B737-8D6WIN.,0A0019,73H,30203,null,2000-07-31T22:00:00.000Z,2000-08-09T22:00:00.000Z,2000-08-24T22:00:00.000Z,2000-08-24T22:00:00.000Z,0640,8D6,AH,null,null,2,JET,17.0,active,null
7T-VJL,Boeing 737 NG,B737-800,737,B737-8D6,0A001A,738,30204,null,2000-08-13T22:00:00.000Z,2000-08-22T22:00:00.000Z,2000-09-12T22:00:00.000Z,2000-09-12T22:00:00.000Z,0652,8D6,AH,null,null,2,JET,17.0,active,null
7T-VJM,Boeing 737 NG,B737-800,737,B737-8D6WIN.,0A001B,73H,30205,null,2000-10-03T22:00:00.000Z,2000-10-11T22:00:00.000Z,2000-10-26T22:00:00.000Z,2000-10-26T22:00:00.000Z,0691,8D6,AH,null,null,2,JET,17.0,active,null
7T-VJN,Boeing 737 NG,B737-800,737,B737-8D6,0A0020,738,30206,null,2000-12-17T23:00:00.000Z,2001-01-04T23:00:00.000Z,2001-01-28T23:00:00.000Z,2001-01-28T23:00:00.000Z,0751,8D6,AH,null,null,2,JET,16.0,active,null
7T-VJO,Boeing 737 NG,B737-800,737,B737-8D6,0A0021,738,30207,null,2001-05-18T22:00:00.000Z,2001-05-24T22:00:00.000Z,2001-06-18T22:00:00.000Z,2001-06-18T22:00:00.000Z,0868,8D6,AH,null,null,2,JET,16.0,active,null
7T-VJP,Boeing 737 NG,B737-800,737,B737-8D6,0A0022,738,30208,null,null,2001-07-02T22:00:00.000Z,2001-07-22T22:00:00.000Z,2001-07-22T22:00:00.000Z,0896,8D6,AH,null,null,2,JET,16.0,active,null
7T-VJQ,Boeing 737 NG,B737-600,737,B737-6D6,0A0024,736,30209,null,2002-03-25T23:00:00.000Z,2002-04-07T22:00:00.000Z,2002-04-28T22:00:00.000Z,2002-04-28T22:00:00.000Z,1115,6D6,AH,null,null,2,JET,15.0,active,null
7T-VJR,Boeing 737 NG,B737-600,737,B737-6D6,0A0025,736,30545,null,2002-04-16T22:00:00.000Z,2002-04-25T22:00:00.000Z,2002-05-21T22:00:00.000Z,2002-05-21T22:00:00.000Z,1131,6D6,AH,null,AeroTurbine Inc,2,JET,15.0,active,null
7T-VJS,Boeing 737 NG,B737-600,737,B737-6D6,0A0026,736,30210,null,2002-05-13T22:00:00.000Z,2002-05-22T22:00:00.000Z,2002-06-11T22:00:00.000Z,2002-06-11T22:00:00.000Z,1150,6D6,AH,null,null,2,JET,15.0,active,null
7T-VJT,Boeing 737 NG,B737-600,737,B737-6D6,0A0027,736,30546,null,2002-05-15T22:00:00.000Z,2002-05-31T22:00:00.000Z,2002-06-11T22:00:00.000Z,2002-06-11T22:00:00.000Z,1152,6D6,AH,null,null,2,JET,15.0,active,null
7T-VJU,Boeing 737 NG,B737-600,737,B737-6D6,0A0028,736,30211,null,2002-06-03T22:00:00.000Z,2002-06-12T22:00:00.000Z,2002-06-26T22:00:00.000Z,2002-06-26T22:00:00.000Z,1164,6D6,AH,null,null,2,JET,15.0,active,null
7T-VJV,Airbus A330/A340,A330-200,A330,A330-202,0A0044,332,644,null,2000-04-10T22:00:00.000Z,2004-12-05T23:00:00.000Z,2005-01-25T23:00:00.000Z,2005-01-25T23:00:00.000Z,null,202,AH,null,null,2,JET,12.0,active,null
7T-VJW,Airbus A330/A340,A330-200,A330,A330-202,0A0045,332,647,null,2000-04-11T22:00:00.000Z,2005-01-12T23:00:00.000Z,2005-02-13T23:00:00.000Z,2005-02-13T23:00:00.000Z,null,202,AH,null,null,2,JET,12.0,active,null
7T-VJX,Airbus A330/A340,A330-200,A330,A330-202,0A0046,332,650,null,2000-04-11T22:00:00.000Z,2005-01-11T23:00:00.000Z,2005-02-24T23:00:00.000Z,2005-02-24T23:00:00.000Z,null,202,AH,null,null,2,JET,12.0,active,null
7T-VJY,Airbus A330/A340,A330-200,A330,A330-202,0A0047,332,653,null,2000-04-30T22:00:00.000Z,2005-01-26T23:00:00.000Z,2005-03-14T23:00:00.000Z,2005-03-14T23:00:00.000Z,null,202,AH,null,null,2,JET,12.0,active,null
7T-VJZ,Airbus A330/A340,A330-200,A330,A330-202,0A0048,332,667,null,2000-05-02T22:00:00.000Z,2005-04-10T22:00:00.000Z,2005-05-31T22:00:00.000Z,2005-05-31T22:00:00.000Z,null,202,AH,null,null,2,JET,12.0,active,null
7T-VKA,Boeing 737 NG,B737-800,737,B737-8D6WIN.,0A0049,73H,34164,null,2005-06-23T22:00:00.000Z,2005-07-01T22:00:00.000Z,2005-07-17T22:00:00.000Z,2005-07-17T22:00:00.000Z,1748,8D6,AH,null,null,2,JET,12.0,active,null
7T-VKB,Boeing 737 NG,B737-800,737,B737-8D6WIN.,0A004A,73H,34165,null,2005-07-21T22:00:00.000Z,2005-07-31T22:00:00.000Z,2005-08-18T22:00:00.000Z,2005-08-18T22:00:00.000Z,1768,8D6,AH,null,null,2,JET,12.0,active,null
7T-VKC,Boeing 737 NG,B737-800,737,B737-8D6WIN.,0A004B,73H,34166,null,2005-07-28T22:00:00.000Z,2005-08-07T22:00:00.000Z,2005-08-21T22:00:00.000Z,2005-08-21T22:00:00.000Z,1773,8D6,AH,null,null,2,JET,12.0,active,null
7T-VKD,Boeing 737 NG,B737-800,737,B737-8D6WIN.,0A0074,73H,40858,null,2010-08-26T22:00:00.000Z,2010-09-07T22:00:00.000Z,2010-09-28T22:00:00.000Z,2000-10-08T22:00:00.000Z,3406,8D6,AH,null,null,2,JET,7.0,active,null
7T-VKE,Boeing 737 NG,B737-800,737,B737-8D6WIN.,0A0075,73H,40859,null,2010-10-05T22:00:00.000Z,2010-10-20T22:00:00.000Z,2010-10-26T22:00:00.000Z,2000-10-09T22:00:00.000Z,3446,8D6,AH,null,null,2,JET,7.0,active,null
7T-VKF,Boeing 737 NG,B737-800,737,B737-8D6WIN.,0A0076,73H,40860,null,2010-10-27T22:00:00.000Z,2010-11-04T23:00:00.000Z,2010-11-17T23:00:00.000Z,2000-10-10T22:00:00.000Z,3471,8D6,AH,null,null,2,JET,7.0,active,null
7T-VKG,Boeing 737 NG,B737-800,737,B737-8D6WIN.,0A0077,73H,40861,null,2011-03-07T23:00:00.000Z,2011-03-14T23:00:00.000Z,2011-03-29T22:00:00.000Z,2000-11-02T23:00:00.000Z,3596,8D6,AH,null,null,2,JET,6.0,active,null
7T-VKH,Boeing 737 NG,B737-800,737,B737-8D6WIN.,0A0078,73H,40862,null,2011-04-03T22:00:00.000Z,2011-04-11T22:00:00.000Z,2011-04-25T22:00:00.000Z,2011-04-25T22:00:00.000Z,3625,8D6,AH,null,null,2,JET,6.0,active,null
7T-VKI,Boeing 737 NG,B737-800,737,B737-8D6WIN.,0A0079,73H,40863,null,2011-05-03T22:00:00.000Z,2011-05-10T22:00:00.000Z,2011-05-25T22:00:00.000Z,2011-05-25T22:00:00.000Z,3658,8D6,AH,null,null,2,JET,6.0,active,null
7T-VKJ,Boeing 737 NG,B737-800,737,B737-8D6WIN.,0A007A,73H,40864,null,2011-06-05T22:00:00.000Z,2011-06-18T22:00:00.000Z,2011-06-30T22:00:00.000Z,2011-06-30T22:00:00.000Z,3691,8D6,AH,null,null,2,JET,6.0,active,null
7T-VUI,ATR 42/72,ATR72-500,ATR 72,ATR72-500,0A003A,AT7,644,null,0000-00-00,2000-07-31T22:00:00.000Z,2000-10-08T22:00:00.000Z,2003-11-20T23:00:00.000Z,null,212A,AH,null,null,2,TURBOPROP,17.0,active,null
7T-VUJ,ATR 42/72,ATR72-500,ATR 72,ATR72-500,0A0039,AT7,648,null,0000-00-00,2000-10-16T22:00:00.000Z,2000-11-02T23:00:00.000Z,2003-12-18T23:00:00.000Z,null,212A,AH,null,null,2,TURBOPROP,17.0,active,null
7T-VUK,ATR 42/72,ATR72-500,ATR 72,ATR72-500,0A003B,AT7,652,null,0000-00-00,2000-12-06T23:00:00.000Z,2000-12-20T23:00:00.000Z,2003-12-19T23:00:00.000Z,null,212A,AH,null,null,2,TURBOPROP,16.0,active,null
7T-VUL,ATR 42/72,ATR72-500,ATR 72,ATR72-500,0A003C,AT7,672,null,2000-01-05T23:00:00.000Z,2001-07-04T22:00:00.000Z,2001-07-24T22:00:00.000Z,2004-02-16T23:00:00.000Z,null,212A,AH,null,null,2,TURBOPROP,16.0,active,null
7T-VUM,ATR 42/72,ATR72-500,ATR 72,ATR72-500,0A003D,AT7,677,null,2000-01-08T23:00:00.000Z,2001-10-08T22:00:00.000Z,2002-01-31T23:00:00.000Z,2003-11-25T23:00:00.000Z,null,212A,AH,null,null,2,TURBOPROP,16.0,active,null
7T-VUN,ATR 42/72,ATR72-500,ATR 72,ATR72-500,0A003E,AT7,684,null,2000-02-03T23:00:00.000Z,2002-04-16T22:00:00.000Z,2002-09-26T22:00:00.000Z,2003-12-20T23:00:00.000Z,null,212A,AH,null,null,2,TURBOPROP,15.0,active,null
7T-VUO,ATR 42/72,ATR72-500,ATR 72,ATR72-500,0A0060,AT7,901,null,2000-09-30T22:00:00.000Z,2010-01-26T23:00:00.000Z,2010-02-10T23:00:00.000Z,2010-02-10T23:00:00.000Z,null,212A,AH,null,null,2,TURBOPROP,7.0,active,null
7T-VUP,ATR 42/72,ATR72-500,ATR 72,ATR72-500,0A0061,AT7,903,null,2010-02-07T23:00:00.000Z,2010-02-16T23:00:00.000Z,2010-02-24T23:00:00.000Z,2010-02-24T23:00:00.000Z,null,212A,AH,null,null,2,TURBOPROP,7.0,active,null
7T-VUQ,ATR 42/72,ATR72-500,ATR 72,ATR72-500,0A0062,AT7,909,null,2010-03-08T23:00:00.000Z,2010-03-18T23:00:00.000Z,2010-03-31T22:00:00.000Z,2010-03-31T22:00:00.000Z,null,212A,AH,null,null,2,TURBOPROP,7.0,active,null
7T-VUS,ATR 42/72,ATR72-500,ATR 72,ATR72-500,0A0063,AT7,913,null,2000-10-03T22:00:00.000Z,2010-04-25T22:00:00.000Z,2010-05-06T22:00:00.000Z,2010-05-06T22:00:00.000Z,null,212A,AH,null,null,2,TURBOPROP,7.0,active,null
7T-VVQ,ATR 42/72,ATR72-500,ATR 72,ATR72-500,0A0023,AT7,676,null,2000-01-07T23:00:00.000Z,2001-08-13T22:00:00.000Z,2002-01-31T23:00:00.000Z,2002-01-31T23:00:00.000Z,null,212A,AH,null,null,2,TURBOPROP,16.0,active,null
7T-VVR,ATR 42/72,ATR72-500,ATR 72,ATR72-500,0A002B,AT7,683,null,2000-02-02T23:00:00.000Z,2002-03-21T23:00:00.000Z,2002-09-26T22:00:00.000Z,2002-09-26T22:00:00.000Z,null,212A,AH,null,null,2,TURBOPROP,15.0,active,null
VT-ALF,Boeing 777,B777-200,777,B777-237(LR),8004DA,77L,36305,null,2009-05-18T22:00:00.000Z,2009-06-10T22:00:00.000Z,2009-06-22T22:00:00.000Z,2009-06-24T22:00:00.000Z,0793,237LR,AI,null,National Aviation Company of India Limited,2,JET,8.0,active,1.0
VT-ALG,Boeing 777,B777-200,777,B777-237(LR),8004DB,77L,36306,null,2009-06-21T22:00:00.000Z,2009-07-16T22:00:00.000Z,2009-07-27T22:00:00.000Z,2009-07-29T22:00:00.000Z,0800,237LR,AI,null,National Aviation Company of India Limited,2,JET,8.0,inactive,1.0
VT-ALH,Boeing 777,B777-200,777,B777-237(LR),8004DC,77L,36307,null,2009-07-13T22:00:00.000Z,2009-08-06T22:00:00.000Z,2009-08-27T22:00:00.000Z,2009-08-30T22:00:00.000Z,0805,237LR,AI,null,National Aviation Company of India Limited,2,JET,8.0,active,1.0
VT-ALJ,Boeing 777,B777-300,777,B777-337(ER),8003E2,77W,36308,null,2007-05-20T22:00:00.000Z,2007-09-27T22:00:00.000Z,2007-10-08T22:00:00.000Z,2007-10-10T22:00:00.000Z,0643,337ER,AI,null,Golden State Aircraft LLC,2,JET,10.0,active,1.0
VT-ALK,Boeing 777,B777-300,777,B777-337(ER),8003E3,77W,36309,null,2007-07-01T22:00:00.000Z,2007-10-15T22:00:00.000Z,2007-10-29T23:00:00.000Z,2007-10-29T23:00:00.000Z,0652,337ER,AI,null,Golden State Aircraft LLC,2,JET,10.0,active,1.0
VT-ALL,Boeing 777,B777-300,777,B777-337(ER),8003E4,77W,36310,null,2007-07-17T22:00:00.000Z,2007-12-06T23:00:00.000Z,2007-12-16T23:00:00.000Z,2007-12-16T23:00:00.000Z,0656,337ER,AI,null,Golden State Aircraft LLC,2,JET,9.0,active,1.0
VT-ALM,Boeing 777,B777-300,777,B777-337(ER),800462,77W,36311,null,2008-03-25T23:00:00.000Z,2008-05-19T22:00:00.000Z,2008-06-03T22:00:00.000Z,2008-06-05T22:00:00.000Z,0713,337ER,AI,null,Four Lions Aircraft LLC,2,JET,9.0,active,1.0
VT-ALN,Boeing 777,B777-300,777,B777-337(ER),800463,77W,36312,null,2008-04-20T22:00:00.000Z,2008-06-30T22:00:00.000Z,2008-07-10T22:00:00.000Z,2000-08-06T22:00:00.000Z,0719,337ER,AI,null,Four Lions Aircraft LLC,2,JET,9.0,active,1.0
VT-ALO,Boeing 777,B777-300,777,B777-337(ER),8004DD,77W,36313,null,2009-06-09T22:00:00.000Z,2009-06-29T22:00:00.000Z,2009-07-12T22:00:00.000Z,2009-07-13T22:00:00.000Z,0798,337ER,AI,null,National Aviation Company of India Limited,2,JET,8.0,active,1.0
VT-ALP,Boeing 777,B777-300,777,B777-337(ER),8004DE,77W,36314,null,2009-07-07T22:00:00.000Z,2009-07-30T22:00:00.000Z,2009-08-24T22:00:00.000Z,2009-08-26T22:00:00.000Z,0804,337ER,AI,null,National Aviation Company of India Limited,2,JET,8.0,active,1.0
VT-ALQ,Boeing 777,B777-300,777,B777-337(ER),8004DF,77W,36315,null,2009-08-01T22:00:00.000Z,2009-08-20T22:00:00.000Z,2009-08-30T22:00:00.000Z,2009-09-01T22:00:00.000Z,0809,337ER,AI,null,National Aviation Company of India Limited,2,JET,8.0,active,1.0
VT-ALR,Boeing 777,B777-300,777,B777-337(ER),8004E0,77W,36316,null,2009-08-22T22:00:00.000Z,2009-09-14T22:00:00.000Z,2009-09-27T22:00:00.000Z,2009-09-24T22:00:00.000Z,0814,337ER,AI,null,National Aviation Company of India Limited,2,JET,8.0,active,1.0
VT-ALS,Boeing 777,B777-300,777,B777-337(ER),800582,77W,36317,null,2010-04-03T22:00:00.000Z,2010-04-18T22:00:00.000Z,2010-04-29T22:00:00.000Z,2010-05-02T22:00:00.000Z,0864,337ER,AI,null,National Aviation Company of India Limited,2,JET,7.0,active,1.0
VT-ALT,Boeing 777,B777-300,777,B777-337(ER),800583,77W,36318,null,2010-04-30T22:00:00.000Z,2010-05-16T22:00:00.000Z,2010-05-23T22:00:00.000Z,2010-05-25T22:00:00.000Z,0871,337ER,AI,null,National Aviation Company of India Limited,2,JET,7.0,active,1.0
VT-ALU,Boeing 777,B777-300,777,B777-337(ER),800584,77W,36319,null,2010-06-12T22:00:00.000Z,2010-06-27T22:00:00.000Z,2010-07-11T22:00:00.000Z,2010-07-06T22:00:00.000Z,0880,337ER,AI,null,National Aviation Company of India Limited,2,JET,7.0,active,1.0
VT-ANA,Boeing 787,B787-8,787,B787-8,8005EB,788,36273,null,2010-08-04T22:00:00.000Z,2014-01-08T23:00:00.000Z,2014-03-09T23:00:00.000Z,2014-03-06T23:00:00.000Z,0025,8,AI,null,null,2,JET,3.0,active,1.0
VT-ANB,Boeing 787,B787-8,787,B787-8,8005EC,788,36279,null,2010-08-16T22:00:00.000Z,2013-12-13T23:00:00.000Z,2014-01-30T23:00:00.000Z,0000-00-00,0026,8,AI,null,null,2,JET,3.0,active,1.0
VT-ANC,Boeing 787,B787-8,787,B787-8,8005ED,788,36274,null,2010-09-08T22:00:00.000Z,2014-04-25T22:00:00.000Z,2014-06-23T22:00:00.000Z,2014-06-05T22:00:00.000Z,0028,8,AI,null,null,2,JET,3.0,active,1.0
VT-AND,Boeing 787,B787-8,787,B787-8,8005EE,788,36278,null,2011-01-29T23:00:00.000Z,2011-07-30T22:00:00.000Z,2012-09-17T22:00:00.000Z,2012-09-17T22:00:00.000Z,0029,8,AI,null,null,2,JET,6.0,inactive,1.0
VT-ANE,Boeing 787,B787-8,787,B787-8,8005EF,788,36280,null,2010-09-30T22:00:00.000Z,2013-11-06T23:00:00.000Z,2013-12-03T23:00:00.000Z,0000-00-00,0030,8,AI,null,null,2,JET,3.0,active,1.0
